77,0.040854,0.040036,66213.6,2651.0,10.01,0.028232,0.027839,76265.9,2123.2,11.58,
78,0.045817,0.044791,63562.6,2847.0,9.40,0.031401,0.030916,74142.7,2292.2,10.90,
79,0.050706,0.049452,60715.6,3002.5,8.82,0.036064,0.035425,71850.5,2545.3,10.23,
80,0.058096,0.056456,57713.1,3258.3,8.25,0.041392,0.040553,69305.2,2810.5,9.59,
81,0.064533,0.062516,54454.9,3404.3,7.72,0.046706,0.045640,66494.7,3034.8,8.97,
82,0.073851,0.071221,51050.5,3635.9,7.20,0.053345,0.051959,63459.9,3297.3,8.38,
83,0.082814,0.079521,47414.6,3770.5,6.71,0.060495,0.058719,60162.6,3532.7,7.81,
84,0.092606,0.088508,43644.2,3862.8,6.25,0.069890,0.067531,56629.9,3824.2,7.27,
85,0.105681,0.100377,39781.4,3993.1,5.81,0.079005,0.076003,52805.7,4013.4,6.76,
86,0.117626,0.111092,35788.2,3975.8,5.40,0.089280,0.085465,48792.3,4170.0,6.27,
87,0.131707,0.123569,31812.4,3931.0,5.01,0.102251,0.097278,44622.3,4340.8,5.81,
88,0.148650,0.138366,27881.4,3857.8,4.65,0.114683,0.108463,40281.5,4369.1,5.38,
89,0.165103,0.152513,24023.5,3663.9,4.32,0.130913,0.122870,35912.4,4412.6,4.98,
90,0.183692,0.168240,20359.6,3425.3,4.00,0.148748,0.138451,31499.9,4361.2,4.60,
91,0.202442,0.183834,16934.3,3113.1,3.71,0.164882,0.152324,27138.7,4133.9,4.26,
92,0.228873,0.205371,13821.2,2838.5,3.43,0.186286,0.170413,23004.8,3920.3,3.94,
93,0.256944,0.227692,10982.7,2500.7,3.19,0.211363,0.191161,19084.5,3648.2,3.64,
94,0.274880,0.241665,8482.1,2049.8,2.98,0.233847,0.209367,15436.3,3231.8,3.39,
95,0.304507,0.264271,6432.2,1699.9,2.78,0.255222,0.226339,12204.4,2762.3,3.15,
96,0.323696,0.278605,4732.4,1318.5,2.59,0.278365,0.244355,9442.1,2307.2,2.93,
97,0.360996,0.305800,3413.9,1044.0,2.40,0.310085,0.268462,7134.9,1915.4,2.71,
98,0.401162,0.334140,2369.9,791.9,2.24,0.342028,0.292079,5219.4,1524.5,2.52,
99,0.426265,0.351375,1578.1,554.5,2.12,0.377528,0.317580,3694.9,1173.4,2.36,
100,0.470841,0.381118,1023.6,390.1,1.99,0.403120,0.335497,2521.5,846.0,2.22,
